1465,1465/1522,niece,英[ni:s],,n.侄女;外甥女,,,,
1466,1466/1522,nephew,英['nefju:],,n.侄子;外甥,,,,
1467,1467/1522,profession,英[prә'feʃәn],,n.职业;专业;行业,,,,
1468,1468/1522,clerk,英[klә:k],,n.职员;办事员;店员,,,,
1469,1469/1522,guideline,英['gaidlain],,n.指南;准则;参考,,,,
1470,1470/1522,nail,英[neil],,n.指甲;钉子V.将……钉牢,,,,
1471,1471/1522,uniform,英['ju:nifɒ:m],,n.制服a.统一的;相同的,,,,
1472,1472/1522,quality,英['kwɒlәti],,n.质量;品质;素质,,,,
1473,1473/1522,wisdom,英['wizdәm],,n.智慧;知识;学问seq,word,phonetic,exchange,trans
1474,1474/1522,centre,英['sentә],(center),n.中心v.集中;以…为中心,,,,
1475,1475/1522,category,英['kætigәri],,n.种类:范畴,,,,
1476,1476/1522,sort,英[sɒ:t],,n.种类;排序V.分类:整理,,,,
1477,1477/1522,variety,英[vә'raiәti],,n.变化;多样;品种,,,,
1478,1478/1522,seed,英[si:d],,n.种子;起源v.播种,,,,
1479,1479/1522,gravity,英['græviti],,n.重力:引力;重心,,,,
1480,1480/1522,pork,英[pɒ:k],,n.猪肉,,,,
1481,1481/1522,host,英[hәust],,n.主人;节目主持人V.主办,,,,
1482,1482/1522,chairman,英['tʃєәmәn],,n.主席;会长;董事长,,,,
1483,1483/1522,housing,英['hausiŋ],,n.住房;外壳,,,,
1484,1484/1522,accommodation,英[ә.kɒmә'deiʃәn],,n.住宿;食宿;和解,,,,
1485,1485/1522,pole,英[pәul],,n.极点:电极,,,,
1486,1486/1522,congratulation,英[kәn.grætʃә'leiʃәn],,n.祝贺;贺辞,,,,
1487,1487/1522,specialist,英['speiʃәlist],,n.专家;专科医生,,,,
1488,1488/1522,expert,英['ekspә:t],,n.专家;内行a.内行的,,,,
1489,1489/1522,consultation,英[.kɒnsәl'teiʃәn],,n.商讨;咨询会;会诊,,,,
1490,1490/1522,brick,英[brik],,n.砖;砖块,,,,
1491,1491/1522,dignity,英['digniti],,n.尊严;尊贵,,,,
1492,1492/1522,device,英[di'vais],,n.设备;装置;手段,,,,
1493,1493/1522,tension,英['tenʃәn],,n.紧张;张力V.拉紧,,,,
1494,1494/1522,pose,英[pәuz],,n.姿势v.造成;摆姿势,,,,
1495,1495/1522,qualification,英[.kwɒlifi'keiʃәn],,n.资格;资格赛;条件;合格证,,,,
1496,1496/1522,fund,英[fʌnd],,n.基金（会）;专款v.提供资助,,,,
1497,1497/1522,resource,英[ri'sɒ:s],,n.资源;财力,,,,
1498,1498/1522,flavour,英['fleivә],(flavor),n.滋味;风味;风情,,,,
1499,1499/1522,cycle,英['saikl],,n.循环:周期v.骑自行车,,,,
1500,1500/1522,liberty,英['libәli],,n.自由;许可,,,,
1501,1501/1522,freedom,英['fri:dәm],,n.自由;自主,,,,
1502,1502/1522,buffet,英['bʌfit],,n.自助餐,,,,
1503,1503/1522,cafeteria,英[.kæfi'tiәriә],,n.自助餐厅;食堂,,,,
1504,1504/1522,sum,英[sʌm],,n.总数;总和v.总结;概括,,,,
1505,1505/1522,amount,英[ә'maunt],,n.数量;金额v.共计;等于,,,,
1506,1506/1522,ankle,英['æŋkl],,n.足踝;踝关节,,,,
1507,1507/1522,soccer,英['sɒkә],,n.足球,,,,
1508,1508/1522,jam,英[dʒæm],,n.果酱;拥挤;困境v.阻塞,,,,
1509,1509/1522,component,英[kәm'pәunәnt],,n.组成部分;成分a.组成的,,,,
1510,1510/1522,organisation,英[.ɒ:gәnai'zeiʃәn],(organization),n.组织;团体;机构,,,,
1511,1511/1522,ancestor,英['ænsestә],,n.祖宗;祖先,,,,
1512,1512/1522,diamond,英['daiәmәnd],,n.钻石;菱形,,,,
1513,1513/1522,maximum,英['mæksimәn],,n.最大值a.最大的,,,,
1514,1514/1522,deadline,英['dedlain],,n.最后期限;截止期限,,,,
1515,1515/1522,minimum,英['minimәm],,n.最小值a.最小的,,,,
1516,1516/1522,crime,英[kraim],,n.罪行;犯罪,,,,
1517,1517/1522,composition,英[kɒmpә'ziʃәn],,n.成分;作文;组成;作曲,,,,
1518,1518/1522,crop,英[krɒp],,n.庄稼;收成v.种庄稼;收成,,,,
1519,1519/1522,author,英['ɒ:θә],,n.作者;作家,,,,
1520,1520/1522,poster,英['pәustә],,n.海报;公告,,,,
1521,1521/1522,billion,英['biljәn],,num.&n.1亿a.十亿的,,,,
1522,1522/1522,million,英['miljәn],,num.&n.百万a.百万的,,,,
